,Duration (in seconds),Gender,Age,Location,Education,Triplet,Complexity,Condition,P(A1),P(A2),P(A3),P(¬A1),P(¬A2),P(¬A3),P(A2|A1),P(A2|¬A1),P(¬A2|A1),P(¬A2|¬A1),P(A1 ∩ A2),P(A1 ∩ ¬A2),P(¬A1 ∩ A2),P(¬A1 ∩ ¬A2),P(A1 ∪ A2),P(A1 ∪ ¬A2),P(¬A1 ∪ A2),P(¬A1 ∪ ¬A2),P(A3|A2),P(A3|¬A2),P(¬A3|A2),P(¬A3|¬A2),P(A2 ∩ A3),P(A2 ∩ ¬A3),P(¬A2 ∩ A3),P(¬A2 ∩ ¬A3),P(A2 ∪ A3),P(A2 ∪ ¬A3),P(¬A2 ∪ A3),P(¬A2 ∪ ¬A3),P(A1|A3),P(A1|¬A3),P(¬A1|A3),P(¬A1|¬A3),P(A3 ∩ A1),P(A3 ∩ ¬A1),P(¬A3 ∩ A1),P(¬A3 ∩ ¬A1),P(A3 ∪ A1),P(A3 ∪ ¬A1),P(¬A3 ∪ A1),P(¬A3 ∪ ¬A1),P(A1|A2),P(¬A1|A2),P(A1|¬A2),P(¬A1|¬A2),P(A2 ∩ A1),P(¬A2 ∩ A1),P(A2 ∩ ¬A1),P(¬A2 ∩ ¬A1),P(A2 ∪ A1),P(¬A2 ∪ A1),P(A2 ∪ ¬A1),P(¬A2 ∪ ¬A1),P(A2|A3),P(¬A2|A3),P(A2|¬A3),P(¬A2|¬A3),P(A3 ∩ A2),P(¬A3 ∩ A2),P(A3 ∩ ¬A2),P(¬A3 ∩ ¬A2),P(A3 ∪ A2),P(¬A3 ∪ A2),P(A3 ∪ ¬A2),P(¬A3 ∪ ¬A2),P(A3|A1),P(¬A3|A1),P(A3|¬A1),P(¬A3|¬A1),P(A1 ∩ A3),P(¬A1 ∩ A3),P(A1 ∩ ¬A3),P(¬A1 ∩ ¬A3),P(A1 ∪ A3),P(¬A1 ∪ A3),P(A1 ∪ ¬A3),P(¬A1 ∪ ¬A3),CRT Score,Pay,A1,A2,A3
573,698,Male,35-44,Washington,Masters,1,Low,T1 LC,66,57,85,20,0,38,70,63,38,25,69,29,75,0,100,83,70,0,89,11,90,0,90,72,68,0,64,19,0,16,64,62,72,3,66,64,73,18,100,73,35,80,78,77,82,19,86,72,42,14,100,82,69,0,72,60,25,20,100,60,40,19,78,79,63,33,63,60,92,28,85,71,61,35,73,72,65,39,3,Fairly generous,Ohio,Michigan,Missouri
574,833,Male,35-44,Florida,Senior (4 years of college),1,Low,T1 LC,56,53,57,46,54,47,58,55,46,52,55,48,47,46,55,48,47,47,53,52,47,45,55,45,53,45,65,48,54,55,55,55,47,46,55,42,54,45,59,47,53,57,56,46,53,46,53,55,53,43,55,55,52,51,57,47,53,48,56,52,48,45,58,53,48,49,57,46,53,45,57,53,47,57,61,55,53,48,2,About right,Ohio,Michigan,Missouri
575,583,Female,35-44,New Jersey,Masters,1,Low,T1 LC,70,75,60,35,30,35,91,84,12,23,80,25,10,5,75,40,35,30,65,36,30,29,66,25,30,9,69,45,28,31,86,88,37,23,81,35,44,9,53,37,47,30,95,9,70,25,80,20,18,5,59,45,43,30,68,30,69,26,71,42,38,13,72,45,33,26,84,38,65,35,77,38,31,22,75,40,61,34,2,About right,Ohio,Michigan,Missouri
576,494,Female,16-24,Texas,Sophomore (2 years of college),1,Low,T1 LC,10,20,60,70,80,20,70,10,30,90,30,50,40,85,30,70,70,90,70,20,30,70,60,65,70,40,60,70,75,80,70,30,45,80,40,75,25,70,60,85,40,75,71,55,25,95,20,30,60,80,35,65,60,85,55,45,30,80,35,40,85,70,71,60,71,90,55,24,30,81,45,60,29,71,50,66,45,95,1,About right,Ohio,Michigan,Missouri
577,783,Female,45-54,South Carolina,Freshman (1 year of college),1,Low,T1 LC,96,85,74,39,27,53,90,92,56,67,94,71,76,43,75,67,80,36,95,65,56,41,79,72,42,35,72,68,68,42,82,75,61,32,84,62,64,39,73,71,63,43,79,60,67,37,73,57,64,42,80,63,64,46,78,60,73,41,81,62,64,37,72,44,68,40,87,59,82,33,93,63,62,46,81,68,64,41,2,Fairly generous,Ohio,Michigan,Missouri
578,771,Male,35-44,North Carolina,Senior (4 years of college),1,Low,T1 LC,19,68,60,75,89,73,77,76,67,62,71,72,44,62,36,73,78,60,66,43,45,65,61,37,62,72,70,39,67,70,69,80,46,41,62,76,81,70,78,46,88,59,35,75,47,66,81,43,71,67,70,66,86,77,65,93,67,37,71,75,74,45,72,40,81,43,42,62,62,74,83,44,78,72,74,39,83,56,0,About right,Ohio,Michigan,Missouri
579,900,Male,35-44,Tennessee,Masters,1,Low,T1 LC,41,42,56,55,68,47,47,46,61,66,46,43,47,54,48,54,47,65,53,53,48,49,45,46,55,52,51,47,54,54,49,46,60,62,47,51,46,53,54,52,46,56,44,62,45,64,45,47,48,64,47,48,48,65,46,56,46,59,44,44,51,66,46,46,52,62,52,49,51,53,49,47,47,60,48,53,47,64,2,About right,Ohio,Michigan,Missouri
580,1042,Female,25-34,Michigan,Senior (4 years of college),1,Low,T1 LC,54,44,62,46,56,52,45,46,59,71,49,61,44,60,62,57,57,71,57,53,57,61,47,45,58,62,60,59,67,69,59,54,54,57,51,57,58,51,67,62,55,70,60,64,60,64,41,48,56,68,59,74,60,60,51,51,51,67,36,38,60,52,61,58,73,71,58,62,60,60,47,44,45,44,60,58,65,59,2,About right,Ohio,Michigan,Missouri
581,372,Male,25-34,Georgia,Sophomore (2 years of college),1,Low,T1 LC,68,80,71,45,56,57,81,64,63,57,76,82,61,60,88,80,61,55,83,38,62,59,82,80,75,41,83,35,59,40,65,77,66,65,78,68,42,32,78,52,57,31,45,69,64,40,74,65,44,41,76,62,75,36,82,37,71,39,72,29,31,33,76,40,63,27,65,68,74,34,80,55,39,38,70,64,33,39,0,About right,Ohio,Michigan,Missouri
582,2164,Female,35-44,Florida,Senior (4 years of college),1,Low,T1 LC,54,36,69,47,65,33,61,46,56,57,47,64,41,54,70,81,68,60,67,58,41,60,53,46,59,56,46,60,78,77,71,45,46,59,61,47,56,39,87,64,61,54,64,45,55,64,58,61,60,47,84,58,61,69,65,52,47,59,42,58,60,65,46,79,53,78,54,46,47,60,56,47,61,44,84,59,63,55,3,About right,Ohio,Michigan,Missouri
583,869,Female,25-34,Texas,High School,1,Low,T1 LC,58,40,60,35,56,40,59,41,55,64,58,65,40,30,71,66,47,61,70,69,41,48,46,42,65,36,68,38,71,63,71,66,55,53,55,39,47,30,71,64,60,58,61,40,64,55,48,65,47,44,66,75,51,61,53,60,48,67,48,45,55,44,61,46,66,64,71,45,66,49,50,43,47,40,66,60,57,61,3,About right,Ohio,Michigan,Missouri
584,561,Female,25-34,South Carolina,Senior (4 years of college),1,Low,T1 LC,78,85,77,18,35,45,91,70,36,51,40,59,49,17,62,55,47,48,98,73,41,29,62,27,74,31,63,30,71,50,91,73,42,36,57,46,62,21,87,55,38,37,60,44,40,93,25,50,47,49,59,69,49,53,51,68,39,85,49,8,97,34,88,30,65,79,67,42,27,72,48,32,50,59,49,43,45,91,1,About right,Ohio,Michigan,Missouri
585,1254,Male,35-44,New York,Freshman (1 year of college),2,High,T2 HC,85,69,25,15,30,78,82,57,17,47,94,55,15,28,92,61,48,15,71,22,62,78,57,82,26,31,48,86,34,43,91,59,34,42,60,8,96,21,47,50,89,53,96,12,61,41,89,58,44,8,91,59,38,39,88,19,56,48,47,90,19,41,89,87,44,41,85,52,9,87,54,22,90,28,53,36,89,53,3,About right,Georgia,Montana,Nevada
586,548,Male,25-34,Kentucky,Sophomore (2 years of college),2,High,T2 HC,43,34,28,78,65,37,95,52,41,52,80,17,90,65,75,20,19,81,37,42,65,52,82,67,35,8,29,82,71,79,23,58,78,75,22,92,33,30,23,20,93,33,20,52,88,52,32,83,80,70,29,30,70,81,55,34,52,83,79,34,26,72,21,97,31,82,56,52,61,89,77,73,31,17,28,82,26,21,2,About right,Georgia,Montana,Nevada
587,215,Male,25-34,Maine,High School,2,High,T2 HC,50,50,51,50,50,50,58,49,48,61,50,50,50,50,50,50,50,50,58,47,46,57,50,50,50,50,50,50,50,50,56,50,46,56,50,50,50,50,50,50,50,50,58,46,45,59,50,50,50,50,50,50,50,50,60,45,46,58,50,50,50,50,50,50,50,50,57,46,47,58,50,50,50,50,50,51,50,50,3,Fairly generous,Georgia,Montana,Nevada
588,238,Female,35-44,New Jersey,Senior (4 years of college),2,High,T2 HC,86,50,40,27,24,70,71,44,16,61,60,37,40,15,61,30,60,77,66,17,13,82,78,30,64,15,86,23,76,28,81,45,30,71,36,81,13,60,86,70,21,70,40,63,40,56,41,30,70,21,70,60,61,65,90,33,40,81,75,9,67,15,90,30,85,20,80,14,77,30,56,85,23,4,88,87,20,25,2,Fairly generous,Georgia,Montana,Nevada
589,606,Female,25-34,Virginia,Senior (4 years of college),2,High,T2 HC,41,50,40,71,75,58,60,41,55,72,12,68,50,58,36,62,36,76,57,42,42,75,63,59,65,74,43,61,37,82,57,35,17,44,57,82,63,60,55,90,59,50,42,72,42,54,21,57,43,71,58,32,65,72,57,43,13,100,11,62,40,65,50,39,71,50,43,58,54,63,42,49,50,54,46,43,42,59,0,Fairly generous,Georgia,Montana,Nevada
590,457,Male,35-44,Massachusetts,Senior (4 years of college),2,High,T2 HC,50,51,93,50,22,4,50,50,50,50,44,50,50,39,75,75,50,50,96,96,0,1,75,2,75,0,100,25,100,50,50,50,50,50,50,50,1,0,100,100,25,50,50,50,50,50,50,50,50,25,75,50,50,50,50,50,50,50,75,0,50,0,75,50,100,25,98,1,97,1,75,75,0,0,100,100,50,25,2,About right,Georgia,Montana,Nevada
591,429,Male,35-44,Washington,Freshman (1 year of college),2,High,T2 HC,90,83,88,11,18,41,94,81,26,21,80,23,79,78,83,14,78,77,87,82,22,13,78,78,100,97,29,80,89,21,100,24,17,12,76,10,30,70,85,79,97,16,88,86,91,85,78,88,76,32,96,86,24,24,90,87,99,27,91,90,21,86,84,87,19,28,77,21,82,19,100,85,30,79,89,29,40,17,0,Fairly generous,Georgia,Montana,Nevada
592,533,Female,25-34,Texas,Masters,2,High,T2 HC,24,60,71,69,33,30,71,69,28,45,24,23,81,57,70,30,69,78,73,71,39,57,67,28,33,33,83,73,54,40,24,33,54,68,39,81,24,59,71,64,32,77,31,80,41,77,29,31,83,62,74,31,80,84,26,33,79,34,66,54,29,23,83,30,30,32,78,34,78,65,34,78,29,62,69,81,29,76,2,Fairly generous,Georgia,Montana,Nevada
593,385,Female,25-34,New York,Sophomore (2 years of college),2,High,T2 HC,19,82,50,82,18,50,51,60,35,36,16,23,80,42,68,17,75,92,38,45,63,50,19,58,23,34,62,68,11,64,33,20,43,50,24,26,36,61,24,80,58,93,17,80,16,50,37,19,74,50,60,7,78,58,27,36,81,50,20,77,13,52,65,81,15,77,59,50,32,50,11,43,32,87,62,50,63,89,1,Fairly generous,Georgia,Montana,Nevada
594,559,Male,16-24,Pennsylvania,Senior (4 years of college),2,High,T2 HC,75,76,41,21,29,73,81,83,41,39,86,29,28,2,100,17,64,30,17,29,64,78,25,74,30,8,33,95,14,87,84,85,20,27,20,21,88,19,87,100,95,85,75,7,81,23,91,27,83,0,100,85,21,19,89,20,88,10,18,80,14,18,91,100,23,66,24,80,20,86,27,18,84,5,99,11,100,79,3,About right,Georgia,Montana,Nevada
595,570,Female,35-44,California,Junior (3 years of college),2,High,T2 HC,61,80,80,72,37,80,61,87,74,85,75,40,78,72,77,86,91,61,60,26,81,65,79,38,85,41,75,81,39,85,77,37,62,87,82,71,88,88,84,38,84,76,39,61,81,71,87,70,70,82,81,60,37,91,40,80,69,40,39,60,39,78,84,61,81,33,83,77,83,71,73,90,60,82,81,81,82,78,2,About right,Georgia,Montana,Nevada
596,601,Male,45-54,Maryland,Senior (4 years of college),2,High,T2 HC,10,71,73,39,64,65,88,72,60,71,70,71,82,95,73,79,77,64,76,61,67,61,72,71,81,69,74,79,65,72,89,69,73,70,68,64,63,78,64,73,62,74,78,72,84,64,73,67,79,66,68,70,68,79,73,81,78,71,79,66,68,62,72,69,95,92,69,66,76,63,63,62,78,79,59,82,77,65,1,Fairly generous,Georgia,Montana,Nevada
597,572,Male,45-54,Georgia,Senior (4 years of college),2,High,T2 HC,100,100,59,0,0,63,100,24,0,0,100,0,0,0,100,100,100,0,40,0,92,100,51,100,0,0,98,100,0,87,100,100,0,0,46,0,100,0,100,100,100,100,100,0,100,0,100,50,0,0,100,100,100,0,100,0,100,0,20,100,0,0,100,100,0,100,0,100,0,99,20,0,100,0,100,0,100,100,0,About right,Georgia,Montana,Nevada
598,598,Male,25-34,California,Sophomore (2 years of college),2,High,T2 HC,49,48,45,54,57,54,53,47,48,57,45,48,45,54,49,48,52,52,53,46,47,58,45,52,45,53,48,55,52,59,56,47,47,53,43,43,51,54,48,52,54,57,53,48,48,56,47,47,54,49,49,52,49,56,54,49,48,49,44,54,46,48,54,55,48,57,52,48,45,57,44,47,56,56,46,52,55,59,3,About right,Georgia,Montana,Nevada
599,723,Male,25-34,California,Senior (4 years of college),2,High,T2 HC,57,34,38,67,74,63,60,63,63,65,68,77,41,42,34,74,75,45,46,69,39,77,70,69,69,70,45,43,72,78,35,62,66,73,58,37,75,62,73,78,69,71,76,42,39,73,73,75,69,42,74,79,44,64,77,39,70,39,64,72,68,59,76,67,43,66,65,72,73,65,43,37,70,29,42,66,67,41,2,Fairly generous,Georgia,Montana,Nevada
600,433,Female,45-54,Washington,Masters,2,High,T2 HC,63,68,17,40,34,81,85,67,14,69,69,7,55,15,98,88,86,80,28,9,86,92,65,95,4,33,77,98,25,87,73,60,33,44,5,17,83,38,65,97,96,97,65,45,14,57,38,13,21,44,76,69,89,80,74,23,69,37,3,69,4,24,67,90,35,94,44,72,10,96,13,7,62,48,56,46,87,95,2,About right,Georgia,Montana,Nevada
601,692,Male,35-44,California,Masters,2,High,T2 HC,74,34,75,32,80,45,39,37,74,72,66,70,37,71,76,57,74,33,36,74,60,74,60,64,69,43,58,67,69,75,73,73,34,32,38,78,30,71,63,32,30,42,66,67,73,70,35,70,33,64,34,65,72,67,67,35,71,36,72,75,70,63,31,61,35,37,33,74,73,38,33,81,72,37,80,36,81,67,3,Fairly generous,Georgia,Montana,Nevada
602,546,Female,35-44,Iowa,Senior (4 years of college),2,High,T2 HC,62,48,18,17,49,84,47,47,47,45,52,44,5,36,55,47,57,53,32,46,87,76,3,68,38,43,52,86,44,93,53,57,50,23,31,2,66,22,49,100,94,72,54,40,54,46,53,46,32,48,60,67,53,46,54,47,53,48,2,53,21,23,49,91,30,92,48,66,46,46,9,20,82,46,53,9,97,92,3,About right,Georgia,Montana,Nevada
603,648,Male,25-34,New York,Masters,2,High,T2 HC,70,48,40,30,44,57,48,41,45,45,30,50,1,0,75,80,40,50,38,40,55,48,20,38,30,30,40,55,48,60,70,70,30,30,30,0,75,10,75,100,80,45,70,30,65,30,37,52,10,7,55,40,40,49,45,45,45,50,10,40,30,38,30,53,55,55,45,45,30,55,30,10,50,10,55,25,60,50,2,About right,Georgia,Montana,Nevada
604,687,Male,25-34,Arizona,Other professional,2,High,T2 HC,60,40,20,40,60,80,40,10,60,100,10,71,4,20,60,73,50,71,20,0,70,100,1,40,5,75,30,90,70,91,100,60,0,40,2,0,82,40,60,100,91,90,100,30,60,40,30,71,4,29,60,70,40,50,90,0,30,70,1,41,3,76,26,91,70,100,10,40,0,100,0,0,80,40,61,40,100,95,3,Fairly generous,Georgia,Montana,Nevada
605,550,Female,25-34,Michigan,Junior (3 years of college),2,High,T2 HC,20,6,18,75,96,86,16,32,87,96,19,33,76,62,26,27,88,16,25,32,73,86,79,14,8,87,60,21,71,89,16,5,95,94,11,57,89,95,19,29,79,92,32,38,30,47,46,65,74,89,23,57,19,89,36,70,83,95,18,20,32,64,78,65,25,91,85,84,62,64,83,37,32,85,43,15,23,29,0,Fairly generous,Georgia,Montana,Nevada
606,564,Female,25-34,Georgia,Other professional,2,High,T2 HC,65,85,65,35,15,25,60,50,40,50,80,50,50,20,90,90,80,30,70,50,25,50,70,35,35,15,90,80,80,30,85,60,20,40,70,30,50,15,90,50,90,40,85,35,60,50,85,50,15,10,90,85,70,20,70,40,60,50,60,15,40,20,70,50,80,30,80,35,60,50,70,10,40,10,90,80,85,25,3,About right,Georgia,Montana,Nevada
607,628,Male,25-34,Florida,Senior (4 years of college),2,High,T2 HC,75,88,86,38,29,22,79,55,37,43,94,36,47,9,87,41,46,32,77,68,55,41,96,33,32,8,93,71,68,52,82,56,42,41,76,35,31,19,91,100,66,36,85,31,75,25,89,61,42,45,93,60,63,43,72,21,61,34,94,40,39,24,85,38,43,39,87,36,33,53,72,33,33,35,91,42,41,41,2,About right,Georgia,Montana,Nevada
608,669,In another way:,16-24,Connecticut,Junior (3 years of college),2,High,T2 HC,58,61,66,36,28,35,67,23,32,70,83,28,28,14,92,18,84,22,62,25,26,82,78,60,5,29,78,18,38,82,64,64,32,32,43,10,71,21,71,26,100,70,91,12,61,63,90,20,29,8,93,81,91,31,90,10,72,59,60,91,28,35,90,92,26,82,56,40,9,99,84,42,93,13,81,60,94,77,2,About right,Georgia,Montana,Nevada
609,562,Female,55-64,North Carolina,High School,2,High,T2 HC,60,70,42,48,57,70,74,62,42,41,69,35,38,22,79,41,67,23,43,62,59,63,45,73,29,23,61,74,28,60,69,59,42,43,26,31,66,27,64,50,70,61,76,30,70,38,70,32,35,16,71,62,57,46,66,36,72,30,17,73,24,21,60,72,20,55,41,66,41,37,39,28,62,24,64,17,72,60,3,About right,Georgia,Montana,Nevada
610,573,Female,25-34,North Carolina,High School,2,High,T2 HC,100,45,41,0,39,50,50,50,50,50,35,50,0,38,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,100,50,100,50,100,0,100,0,50,50,0,0,100,50,0,50,50,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,100,50,51,50,3,Fairly generous,Georgia,Montana,Nevada
611,666,Female,35-44,Georgia,Senior (4 years of college),2,High,T2 HC,88,84,82,92,83,80,86,79,86,74,80,81,93,80,88,81,79,86,90,77,79,79,76,87,81,88,84,82,79,86,66,84,89,69,73,96,80,85,67,78,78,83,78,81,85,80,92,83,81,78,75,90,79,82,87,87,93,82,81,89,80,84,80,82,78,85,82,82,84,81,86,85,79,85,81,83,89,79,0,About right,Georgia,Montana,Nevada
612,437,Male,35-44,Georgia,Masters,2,High,T2 HC,92,85,78,53,77,71,74,96,68,62,74,91,95,67,81,68,69,96,70,92,76,41,86,78,80,100,84,79,38,30,43,88,68,78,82,76,78,84,64,38,92,92,77,68,79,100,82,91,81,94,100,85,76,89,78,98,88,81,74,80,74,32,84,77,70,87,87,81,61,100,95,78,80,100,96,81,81,80,0,About right,Georgia,Montana,Nevada
613,800,Female,25-34,Oklahoma,Senior (4 years of college),2,High,T2 HC,93,92,80,71,70,60,94,98,62,61,71,62,73,62,70,81,70,77,96,80,69,73,90,57,72,62,93,71,60,77,82,91,40,62,92,71,75,56,82,86,86,72,94,56,71,53,81,73,63,40,90,81,74,38,92,46,62,42,72,57,71,41,96,83,59,46,68,77,65,55,82,41,44,43,94,44,69,47,0,Fairly generous,Georgia,Montana,Nevada
614,740,Male,35-44,Florida,Senior (4 years of college),2,High,T2 HC,57,40,37,47,63,61,43,44,57,59,19,26,25,21,59,35,21,60,47,46,55,56,28,26,27,27,38,62,42,27,57,56,47,44,25,34,27,41,65,50,30,25,61,35,60,38,47,60,27,34,62,37,28,29,38,41,38,56,36,35,41,59,39,39,45,66,44,40,43,40,41,35,65,41,31,34,44,64,1,About right,Georgia,Montana,Nevada
615,701,Male,45-54,California,Senior (4 years of college),2,High,T2 HC,57,81,46,32,41,61,54,67,35,44,41,63,43,41,32,25,24,59,55,43,64,54,28,56,40,56,52,39,35,75,64,43,41,56,74,29,55,53,29,59,38,67,12,39,26,76,20,34,38,74,25,40,37,72,31,40,33,70,19,37,43,73,24,43,31,75,22,58,45,62,21,41,60,75,24,39,54,70,2,About right,Georgia,Montana,Nevada
616,667,Male,35-44,Missouri,High School,2,High,T2 HC,24,82,31,75,26,80,17,63,25,91,91,61,62,30,91,87,20,63,60,20,72,85,11,94,24,72,30,95,25,79,91,82,11,37,25,14,88,43,65,88,94,43,91,15,23,82,82,34,14,21,81,84,21,32,80,37,96,25,23,85,61,63,34,90,32,85,19,93,20,73,33,16,95,25,39,27,91,75,0,About right,Georgia,Montana,Nevada
617,531,Female,25-34,Florida,Masters,2,High,T2 HC,38,37,55,72,73,80,28,37,85,100,30,64,47,94,29,72,62,90,57,35,95,99,19,62,95,36,13,65,25,97,60,34,74,67,33,46,57,95,47,43,60,96,14,61,34,100,31,56,68,100,29,39,59,64,0,67,70,100,20,56,39,90,69,38,56,88,29,100,38,100,29,68,86,94,26,72,63,92,2,Fairly generous,Georgia,Montana,Nevada
618,897,Male,35-44,Ohio,Senior (4 years of college),2,High,T2 HC,71,60,21,35,28,72,68,37,40,82,64,60,36,25,94,84,67,42,65,38,65,79,58,57,32,41,79,58,54,62,74,65,38,62,62,26,67,37,91,100,91,67,94,21,70,44,62,68,39,14,78,75,44,58,76,43,57,56,30,67,40,59,62,76,39,67,45,64,18,88,40,17,67,17,84,30,79,58,3,About right,Georgia,Montana,Nevada
619,533,Female,45-54,North Carolina,Senior (4 years of college),2,High,T2 HC,93,12,13,30,58,74,90,13,34,91,72,29,13,38,90,39,33,40,96,9,20,94,73,8,27,41,89,21,42,40,94,73,22,65,73,57,63,40,79,64,35,41,81,29,34,65,79,40,32,40,88,37,40,40,91,24,15,90,96,36,14,31,89,38,20,34,93,28,36,62,71,33,32,39,98,40,44,47,0,Fairly generous,Georgia,Montana,Nevada
620,703,Female,25-34,California,High School,2,High,T2 HC,64,89,70,79,71,92,86,78,66,59,82,79,75,14,74,91,65,66,96,77,66,88,70,86,33,40,69,63,61,48,59,100,73,92,82,98,60,100,63,68,70,81,100,64,85,73,100,67,62,78,36,100,71,62,96,94,78,74,70,93,67,91,78,65,67,91,60,72,62,79,67,100,89,87,82,40,86,64,0,About right,Georgia,Montana,Nevada
621,666,Male,35-44,Florida,Senior (4 years of college),2,High,T2 HC,56,45,44,53,56,60,58,58,45,43,62,45,50,56,52,45,70,60,42,55,57,66,49,60,69,61,52,53,53,42,47,57,57,49,46,57,55,49,58,48,52,56,57,59,46,65,52,63,59,69,54,58,48,53,56,60,53,60,57,64,57,53,54,60,62,58,66,51,57,78,52,52,53,62,50,53,54,42,0,Inadequate,Georgia,Montana,Nevada
622,361,Male,25-34,South Carolina,Senior (4 years of college),2,High,T2 HC,46,0,4,52,100,84,14,72,10,100,0,30,4,76,11,22,8,85,24,36,73,55,0,35,20,89,0,24,61,98,0,60,20,76,0,0,63,75,24,3,41,77,0,34,3,95,4,25,34,74,20,38,4,66,0,22,12,92,0,20,63,79,0,76,79,92,0,28,36,94,1,15,21,95,0,99,64,100,2,About right,Georgia,Montana,Nevada
623,782,Male,16-24,New York,Senior (4 years of college),2,High,T2 HC,68,70,40,35,30,60,72,57,28,46,77,31,23,22,76,70,68,37,46,43,43,53,47,56,29,29,76,62,57,51,65,68,28,39,60,24,44,18,78,50,67,59,69,23,58,45,54,21,23,14,63,68,63,24,74,27,64,37,47,68,21,34,79,69,47,52,59,41,33,59,55,18,39,21,80,54,80,47,3,About right,Georgia,Montana,Nevada
624,577,Male,25-34,Georgia,Senior (4 years of college),2,High,T2 HC,49,100,61,51,0,41,100,100,0,0,80,0,80,0,100,88,89,59,61,0,2,98,68,7,0,5,98,83,82,14,49,9,51,99,69,87,1,0,88,81,84,20,53,51,15,89,30,2,64,31,76,34,53,57,87,6,90,9,72,81,20,87,71,20,69,16,100,3,15,12,70,84,74,14,64,79,41,56,2,Fairly generous,Georgia,Montana,Nevada
625,660,Female,55-64,New York,Sophomore (2 years of college),2,High,T2 HC,37,100,50,60,9,67,0,100,0,2,48,0,77,0,100,0,71,76,36,38,65,68,42,63,0,0,96,81,100,64,28,34,72,66,47,52,50,60,47,90,58,76,46,57,43,62,51,0,78,52,100,0,68,63,100,0,100,0,53,62,0,0,100,100,0,79,44,55,46,53,48,52,54,58,48,71,52,66,1,About right,Georgia,Montana,Nevada
626,650,Male,25-34,Alaska,Senior (4 years of college),2,High,T2 HC,95,100,44,3,0,55,100,91,0,19,98,0,7,1,100,98,100,2,44,25,55,84,45,54,0,0,100,100,47,53,97,87,3,14,46,3,55,2,100,63,98,61,97,0,24,30,96,0,6,0,100,98,100,3,100,0,99,12,46,53,0,0,100,100,48,54,48,54,21,76,49,0,55,1,96,48,97,53,3,About right,Georgia,Montana,Nevada
627,767,Female,35-44,Massachusetts,Sophomore (2 years of college),2,High,T2 HC,80,20,70,20,70,20,30,70,70,70,30,70,20,20,80,70,30,80,80,70,20,50,20,20,70,20,90,30,70,80,80,70,20,50,70,50,20,10,90,100,90,30,70,20,70,50,20,80,10,20,80,80,20,90,30,70,20,70,20,10,80,20,90,20,80,90,70,20,50,50,70,20,20,10,50,20,20,20,3,About right,Georgia,Montana,Nevada
628,564,Male,16-24,California,Masters,2,High,T2 HC,54,58,13,46,43,94,50,55,50,52,44,42,50,52,58,47,56,52,16,17,86,94,16,56,26,63,59,76,53,76,61,54,55,42,23,26,54,50,59,63,59,68,49,52,50,58,53,48,53,50,60,56,51,49,58,48,61,54,39,54,40,61,47,86,56,81,36,68,18,88,21,24,64,67,59,48,77,89,3,About right,Georgia,Montana,Nevada
629,664,Male,25-34,California,Senior (4 years of college),2,High,T2 HC,86,71,72,59,56,78,61,71,56,57,60,63,63,63,57,70,59,59,68,80,60,54,60,60,61,75,80,60,62,58,72,62,62,54,59,62,60,62,85,63,60,57,78,65,71,67,58,56,72,59,83,61,63,73,64,79,59,61,77,58,70,72,71,70,72,56,79,62,69,65,64,69,77,60,66,58,76,68,0,Fairly generous,Georgia,Montana,Nevada
630,804,Female,35-44,Wyoming,Masters,2,High,T2 HC,73,85,77,82,88,92,91,80,84,84,82,93,84,94,82,89,86,84,95,90,81,97,80,92,83,87,83,86,90,87,81,83,89,86,86,92,88,87,84,96,92,82,84,83,92,96,59,74,66,68,82,79,84,76,83,83,88,93,70,87,70,81,84,94,80,71,90,93,84,95,81,85,69,92,74,83,82,77,2,Fairly generous,Georgia,Montana,Nevada
631,1008,Male,25-34,North Carolina,Senior (4 years of college),2,High,T2 HC,73,39,61,72,30,73,65,81,76,69,31,71,22,86,40,84,58,70,38,71,71,79,31,73,29,35,64,72,73,74,78,61,78,67,32,80,61,68,73,78,77,35,76,73,72,69,34,35,63,69,33,63,63,73,69,75,34,85,28,35,66,77,73,62,35,34,32,63,73,88,34,28,70,63,35,40,82,73,1,Fairly generous,Georgia,Montana,Nevada
632,975,Female,16-24,Washington,Senior (4 years of college),2,High,T2 HC,81,48,71,22,62,35,47,60,58,82,56,71,23,47,73,84,44,73,68,71,37,41,59,41,65,46,77,44,69,61,71,70,25,32,78,21,58,28,92,60,60,42,81,19,65,40,59,68,10,30,71,79,32,59,64,59,47,72,52,33,68,20,68,39,71,69,78,31,64,30,81,18,61,7,91,55,67,34,3,About right,Georgia,Montana,Nevada
633,456,Male,25-34,Ohio,Sophomore (2 years of college),2,High,T2 HC,62,62,65,35,36,55,85,70,64,71,69,59,88,71,86,36,67,68,61,64,44,58,70,71,73,41,65,39,68,37,83,80,37,41,79,68,78,39,66,38,40,41,62,58,60,69,70,41,74,84,70,69,33,38,59,32,68,42,87,87,39,71,76,37,73,83,65,41,68,44,69,77,64,39,71,81,79,39,0,Fairly generous,Georgia,Montana,Nevada
